repository,stars,language,created_at,updated_at,forks,open_issues,size,default_branch,description,url,clone_url,archived,disabled,architecture,community,continuous_integration,documentation,history,issues,license,size_metric,unit_test
eggjs/egg,18968,TypeScript,2016-06-18T06:53:23Z,2025-07-11T08:25:07Z,1824,339,13274,next,🥚🥚🥚🥚 Born to build better enterprise frameworks and apps with Node.js & Koa,https://github.com/eggjs/egg,https://github.com/eggjs/egg.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
subquery/subql,18894,TypeScript,2020-12-15T02:31:38Z,2025-07-12T04:14:17Z,364,76,45107,main,"SubQuery is an Open, Flexible, Fast and Universal data indexing framework for web3. Our mission is to help developers create the decentralised products of the future.",https://github.com/subquery/subql,https://github.com/subquery/subql.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aidenybai/react-scan,18893,TypeScript,2024-09-02T21:52:12Z,2025-07-12T13:43:57Z,312,115,43984,main,Scan for React performance issues and eliminate slow renders in your app,https://github.com/aidenybai/react-scan,https://github.com/aidenybai/react-scan.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tensorflow/tfjs,18881,TypeScript,2018-03-05T05:41:02Z,2025-07-11T17:15:09Z,1978,594,173631,master,A WebGL accelerated JavaScript library for training and deploying ML models.,https://github.com/tensorflow/tfjs,https://github.com/tensorflow/tfjs.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xtermjs/xterm.js,18801,TypeScript,2014-03-24T16:04:04Z,2025-07-12T12:48:08Z,1722,219,29772,master,A terminal for the web,https://github.com/xtermjs/xterm.js,https://github.com/xtermjs/xterm.js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Infisical/infisical,18797,TypeScript,2022-08-05T13:50:00Z,2025-07-12T14:00:10Z,1251,451,1023871,main,"Infisical is the open-source platform for secrets management, PKI, and SSH access.",https://github.com/Infisical/infisical,https://github.com/Infisical/infisical.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
infinitered/ignite,18749,TypeScript,2016-02-10T16:06:07Z,2025-07-12T09:27:09Z,1463,25,61493,master,"Infinite Red's battle-tested React Native project boilerplate, along with a CLI, component/model generators, and more! 9 years of continuous development and counting.",https://github.com/infinitered/ignite,https://github.com/infinitered/ignite.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wulkano/Kap,18698,TypeScript,2016-08-10T19:37:08Z,2025-07-11T13:55:34Z,842,234,24623,main,An open-source screen recorder built with web technology,https://github.com/wulkano/Kap,https://github.com/wulkano/Kap.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
louislam/dockge,18614,TypeScript,2023-10-23T11:18:20Z,2025-07-12T14:09:48Z,569,110,947,master,"A fancy, easy-to-use and reactive self-hosted docker compose.yaml stack-oriented manager",https://github.com/louislam/dockge,https://github.com/louislam/dockge.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
alibaba/ice,18544,TypeScript,2016-11-03T06:59:15Z,2025-07-11T19:06:08Z,2128,358,150881,master,🚀 ice.js: The Progressive App Framework Based On React（基于 React 的渐进式应用框架）,https://github.com/alibaba/ice,https://github.com/alibaba/ice.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
apify/crawlee,18448,TypeScript,2016-08-26T18:35:03Z,2025-07-12T13:27:26Z,876,147,147428,master,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation.",https://github.com/apify/crawlee,https://github.com/apify/crawlee.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
karakeep-app/karakeep,18415,TypeScript,2024-02-06T12:28:31Z,2025-07-12T14:22:05Z,773,373,42019,main,"A self-hostable bookmark-everything app (links, notes and images) with AI-based automatic tagging and full text search",https://github.com/karakeep-app/karakeep,https://github.com/karakeep-app/karakeep.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
baidu/amis,18390,TypeScript,2019-04-28T07:42:14Z,2025-07-12T09:01:33Z,2658,1630,192859,master,前端低代码框架，通过 JSON 配置就能生成各种页面。,https://github.com/baidu/amis,https://github.com/baidu/amis.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
a2aproject/A2A,18264,TypeScript,2025-03-25T18:44:21Z,2025-07-12T14:15:11Z,1823,61,9245,main,An open protocol enabling communication and interoperability between opaque agentic applications.,https://github.com/a2aproject/A2A,https://github.com/a2aproject/A2A.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rrweb-io/rrweb,18232,TypeScript,2018-10-06T13:35:55Z,2025-07-12T13:31:20Z,1527,357,10757,master,record and replay the web,https://github.com/rrweb-io/rrweb,https://github.com/rrweb-io/rrweb.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
teambit/bit,18136,TypeScript,2017-01-22T14:51:43Z,2025-07-11T19:50:15Z,939,51,195568,master,"AI-powered development workspaces with reusable components, architectural clarity and zero overhead.",https://github.com/teambit/bit,https://github.com/teambit/bit.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lucide-icons/lucide,18081,TypeScript,2020-06-08T15:36:21Z,2025-07-12T13:49:12Z,891,417,14449,main,Beautiful & consistent icon toolkit made by the community. Open-source project and a fork of Feather Icons.,https://github.com/lucide-icons/lucide,https://github.com/lucide-icons/lucide.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
whyour/qinglong,17999,TypeScript,2021-03-13T15:21:04Z,2025-07-12T12:30:06Z,3123,55,6291,develop,"支持 Python3、JavaScript、Shell、Typescript 的定时任务管理平台（Timed task management platform supporting Python3, JavaScript, Shell, Typescript）",https://github.com/whyour/qinglong,https://github.com/whyour/qinglong.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
adonisjs/core,17997,TypeScript,2015-08-15T17:03:54Z,2025-07-11T16:06:58Z,652,3,5941,6.x,"AdonisJS is a TypeScript-first web framework for building web apps and API servers. It comes with support for testing, modern tooling, an ecosystem of official packages, and more.",https://github.com/adonisjs/core,https://github.com/adonisjs/core.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wangeditor-team/wangEditor,17994,TypeScript,2014-11-06T09:26:47Z,2025-07-12T11:24:56Z,3353,835,19165,master,"wangEditor, open-source Web rich text editor 开源 Web 富文本编辑器",https://github.com/wangeditor-team/wangEditor,https://github.com/wangeditor-team/wangEditor.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
monkeytypegame/monkeytype,17898,TypeScript,2020-05-14T17:41:09Z,2025-07-12T12:03:18Z,2725,69,134983,master,"The most customizable typing website with a minimalistic design and a ton of features. Test yourself in various modes, track your progress and improve your speed.",https://github.com/monkeytypegame/monkeytype,https://github.com/monkeytypegame/monkeytype.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unocss/unocss,17859,TypeScript,2021-09-30T17:06:46Z,2025-07-12T14:37:02Z,910,134,17923,main,The instant on-demand atomic CSS engine.,https://github.com/unocss/unocss,https://github.com/unocss/unocss.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
maotoumao/MusicFree,17845,TypeScript,2022-08-22T14:29:32Z,2025-07-12T14:41:39Z,1121,181,22434,master,插件化、定制化、无广告的免费音乐播放器,https://github.com/maotoumao/MusicFree,https://github.com/maotoumao/MusicFree.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ionic-team/ionicons,17832,TypeScript,2013-10-10T14:34:18Z,2025-07-12T10:28:18Z,2059,43,29137,main,"Premium hand-crafted icons built by Ionic, for Ionic apps and web apps everywhere 🌎",https://github.com/ionic-team/ionicons,https://github.com/ionic-team/ionicons.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
transitive-bullshit/agentic,17775,TypeScript,2022-12-03T00:05:09Z,2025-07-12T06:35:32Z,2238,12,16565,main,Agentic is RapidAPI for LLM Tools. Your API ⇒ Paid MCP. Instantly.,https://github.com/transitive-bullshit/agentic,https://github.com/transitive-bullshit/agentic.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
reduxjs/redux-thunk,17762,TypeScript,2015-07-13T13:33:08Z,2025-07-12T01:23:32Z,1035,1,3427,master,Thunk middleware for Redux,https://github.com/reduxjs/redux-thunk,https://github.com/reduxjs/redux-thunk.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
compiler-explorer/compiler-explorer,17730,TypeScript,2012-05-23T01:31:17Z,2025-07-12T11:34:02Z,1898,865,88305,main,Run compilers interactively from your web browser and interact with the assembly,https://github.com/compiler-explorer/compiler-explorer,https://github.com/compiler-explorer/compiler-explorer.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
conventional-changelog/commitlint,17698,TypeScript,2016-02-12T08:37:56Z,2025-07-12T10:35:14Z,928,174,19547,master,📓 Lint commit messages,https://github.com/conventional-changelog/commitlint,https://github.com/conventional-changelog/commitlint.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yamadashy/repomix,17674,TypeScript,2024-07-13T07:11:32Z,2025-07-12T14:43:46Z,769,104,7761,main,"📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more.",https://github.com/yamadashy/repomix,https://github.com/yamadashy/repomix.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
oblador/react-native-vector-icons,17668,TypeScript,2015-05-15T16:38:57Z,2025-07-12T14:42:21Z,2117,20,27952,master,Customizable Icons for React Native with support for image source and full styling.,https://github.com/oblador/react-native-vector-icons,https://github.com/oblador/react-native-vector-icons.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
redwoodjs/graphql,17639,TypeScript,2019-06-09T20:17:57Z,2025-07-12T04:44:56Z,1011,238,457355,main,RedwoodGraphQL,https://github.com/redwoodjs/graphql,https://github.com/redwoodjs/graphql.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nhn/tui.editor,17595,TypeScript,2015-07-27T06:57:23Z,2025-07-11T09:52:15Z,1814,628,82486,master,🍞📝 Markdown WYSIWYG Editor. GFM Standard + Chart & UML Extensible.,https://github.com/nhn/tui.editor,https://github.com/nhn/tui.editor.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
github/docs,17572,TypeScript,2019-05-31T15:57:39Z,2025-07-12T10:16:36Z,62380,57,2144813,main,The open-source repo for docs.github.com,https://github.com/github/docs,https://github.com/github/docs.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ether/etherpad-lite,17560,TypeScript,2011-03-26T13:09:02Z,2025-07-12T13:32:22Z,2939,155,42308,develop,Etherpad: A modern really-real-time collaborative document editor.,https://github.com/ether/etherpad-lite,https://github.com/ether/etherpad-lite.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
radix-ui/primitives,17474,TypeScript,2020-06-19T13:23:22Z,2025-07-12T09:23:40Z,980,655,21759,main,"Radix Primitives is an open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by @workos.",https://github.com/radix-ui/primitives,https://github.com/radix-ui/primitives.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tusen-ai/naive-ui,17425,TypeScript,2021-06-04T13:47:28Z,2025-07-12T09:24:40Z,1792,673,26820,main,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CopyTranslator/CopyTranslator,17423,TypeScript,2018-05-19T04:56:01Z,2025-07-12T14:44:40Z,1936,147,10598,master,🔠Foreign language reading and translation assistant based on copy and translate.,https://github.com/CopyTranslator/CopyTranslator,https://github.com/CopyTranslator/CopyTranslator.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chartdb/chartdb,17409,TypeScript,2024-08-05T07:19:19Z,2025-07-12T13:11:25Z,925,103,65127,main,Database diagrams editor that allows you to visualize and design your DB with a single query.,https://github.com/chartdb/chartdb,https://github.com/chartdb/chartdb.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
justadudewhohacks/face-api.js,17357,TypeScript,2018-05-19T06:14:53Z,2025-07-11T14:29:04Z,3844,474,215881,master,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wasp-lang/wasp,17347,TypeScript,2020-01-30T13:48:54Z,2025-07-12T14:29:09Z,1370,679,705661,main,The fastest way to develop full-stack web apps with React & Node.js. ,https://github.com/wasp-lang/wasp,https://github.com/wasp-lang/wasp.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aidenybai/million,17272,TypeScript,2021-05-29T18:38:23Z,2025-07-12T13:20:12Z,590,121,89162,main,Optimizing compiler for React,https://github.com/aidenybai/million,https://github.com/aidenybai/million.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
redis/node-redis,17240,TypeScript,2010-09-14T02:05:09Z,2025-07-12T12:04:31Z,1908,368,121472,master,Redis Node.js client,https://github.com/redis/node-redis,https://github.com/redis/node-redis.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tencent/vConsole,17191,TypeScript,2016-04-27T03:33:45Z,2025-07-12T01:36:32Z,2970,108,5266,dev,"A lightweight, extendable front-end developer tool for mobile web page.",https://github.com/Tencent/vConsole,https://github.com/Tencent/vConsole.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
motion-canvas/motion-canvas,17100,TypeScript,2022-08-03T16:30:14Z,2025-07-12T10:57:59Z,647,154,11008,main,Visualize Your Ideas With Code,https://github.com/motion-canvas/motion-canvas,https://github.com/motion-canvas/motion-canvas.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
verdaccio/verdaccio,17015,TypeScript,2016-04-15T16:21:12Z,2025-07-11T11:26:01Z,1411,43,673235,master,A lightweight Node.js private proxy registry,https://github.com/verdaccio/verdaccio,https://github.com/verdaccio/verdaccio.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dzhng/deep-research,16987,TypeScript,2025-02-04T01:27:56Z,2025-07-12T13:25:40Z,1760,71,68,main,"An AI-powered research assistant that performs iterative, deep research on any topic by combining search engines, web scraping, and large language models.  The goal of this repo is to provide the simplest implementation of a deep research agent - e.g. an agent that can refine its research direction overtime and deep dive into a topic.",https://github.com/dzhng/deep-research,https://github.com/dzhng/deep-research.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
catppuccin/catppuccin,16981,TypeScript,2021-11-06T02:11:59Z,2025-07-12T14:41:38Z,315,53,11909,main,😸 Soothing pastel theme for the high-spirited!,https://github.com/catppuccin/catppuccin,https://github.com/catppuccin/catppuccin.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vercel/ai-chatbot,16961,TypeScript,2023-05-19T16:36:23Z,2025-07-12T13:28:43Z,4936,332,5797,main,"A full-featured, hackable Next.js AI chatbot built by Vercel",https://github.com/vercel/ai-chatbot,https://github.com/vercel/ai-chatbot.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mswjs/msw,16899,TypeScript,2018-11-13T14:58:44Z,2025-07-12T14:44:08Z,553,63,13119,main,Industry standard API mocking for JavaScript.,https://github.com/mswjs/msw,https://github.com/mswjs/msw.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
kortix-ai/suna,16613,TypeScript,2024-10-05T17:01:01Z,2025-07-12T14:18:21Z,2619,180,36908,main,Suna - Open Source Generalist AI Agent,https://github.com/kortix-ai/suna,https://github.com/kortix-ai/suna.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
graphql/graphiql,16543,TypeScript,2015-08-11T02:56:22Z,2025-07-11T16:58:57Z,1771,349,30562,main,GraphiQL & the GraphQL LSP Reference Ecosystem for building browser & IDE tools.,https://github.com/graphql/graphiql,https://github.com/graphql/graphiql.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
githubnext/monaspace,16528,TypeScript,2023-09-25T18:56:17Z,2025-07-12T13:49:10Z,283,72,971287,main,An innovative superfamily of fonts for code,https://github.com/githubnext/monaspace,https://github.com/githubnext/monaspace.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ustbhuangyi/better-scroll,16523,TypeScript,2015-12-18T03:22:16Z,2025-07-09T07:00:13Z,2598,67,18682,dev,":scroll: inspired by iscroll, and it supports more features and has a better scroll perfermance",https://github.com/ustbhuangyi/better-scroll,https://github.com/ustbhuangyi/better-scroll.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
leon-ai/leon,16471,TypeScript,2019-02-10T12:25:12Z,2025-07-12T14:04:34Z,1370,105,22480,develop,🧠 Leon is your open-source personal assistant.,https://github.com/leon-ai/leon,https://github.com/leon-ai/leon.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bluesky-social/social-app,16405,TypeScript,2022-06-07T22:50:27Z,2025-07-12T08:45:29Z,2338,2221,143106,main,"The Bluesky Social application for Web, iOS, and Android",https://github.com/bluesky-social/social-app,https://github.com/bluesky-social/social-app.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
carloscuesta/gitmoji,16386,TypeScript,2016-10-21T09:36:02Z,2025-07-12T08:56:04Z,815,44,7015,master,An emoji guide for your commit messages. 😜 ,https://github.com/carloscuesta/gitmoji,https://github.com/carloscuesta/gitmoji.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
learn-anything/learn-anything,16386,TypeScript,2016-08-08T16:09:17Z,2025-07-12T09:22:28Z,1000,0,3973,main,"Make interlinked notes in private (E2E encrypted), share parts of it to global network of topics with deep AI integration",https://github.com/learn-anything/learn-anything,https://github.com/learn-anything/learn-anything.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
tremorlabs/tremor-npm,16385,TypeScript,2022-04-19T20:54:32Z,2025-07-10T11:14:14Z,472,63,11495,main,React components to build charts and dashboards,https://github.com/tremorlabs/tremor-npm,https://github.com/tremorlabs/tremor-npm.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
elizaOS/eliza,16375,TypeScript,2024-07-09T07:55:40Z,2025-07-12T14:08:35Z,5271,52,1025472,develop,Autonomous agents for everyone,https://github.com/elizaOS/eliza,https://github.com/elizaOS/eliza.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
flatpickr/flatpickr,16370,TypeScript,2015-08-10T23:52:45Z,2025-07-11T05:56:47Z,1470,843,7848,master,"lightweight, powerful javascript datetimepicker with no dependencies",https://github.com/flatpickr/flatpickr,https://github.com/flatpickr/flatpickr.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
umijs/qiankun,16274,TypeScript,2019-05-15T05:27:23Z,2025-07-12T06:46:25Z,2062,414,34038,next,"📦 🚀 Blazing fast, simple and complete solution for micro frontends.",https://github.com/umijs/qiankun,https://github.com/umijs/qiankun.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
